X,ScoreHack2D,RecoEff,CloneRate,GhostRate
100,0.827220223864,0.74332729823,0.000332445803488,0.174373632859
200,0.883125450427,0.834122579421,7.57575757576e-05,0.110058160909
300,0.904468117096,0.868606861259,8.92857142857e-05,0.0794487619959
400,0.918760902377,0.890166687263,0.000239400921659,0.0611586883957
500,0.928455475302,0.90399031118,7.41758241758e-05,0.0490561994377
600,0.935705347777,0.912487047106,6.66666666667e-05,0.0400590138674
700,0.940265929527,0.917733195007,0.0,0.0349758124405
800,0.943708727733,0.924205341456,0.000138016075996,0.0282481417084
850,0.944449099699,0.927540615674,0.0,0.0257540887019
900,0.945618823868,0.930494101899,0.0,0.0236101923464
1000,0.945593534716,0.933868243699,8.05152979066e-05,0.0203741996265
1250,0.93877698817,0.939077662375,0.0,0.0152227258498
1500,0.927049371106,0.941616971685,0.0,0.012859817615
1750,0.914843098165,0.943694637051,0.0,0.0101778585865
2000,0.901718493092,0.944240089724,4.16666666667e-05,0.00836066581022
