X,ScoreHack2D,RecoEff,CloneRate,GhostRate
0.001,0.212305476332,0.0355581932125,0.0,0.00182420988486
0.005,0.621274779008,0.622118720866,0.0,0.033221207858
0.01,0.799657375737,0.790697614467,0.0,0.0516086221056
0.02,0.87788547189,0.830456668703,0.0,0.0734580019671
0.03,0.89062516458,0.824174125875,0.0,0.0877931188031
0.04,0.88815087054,0.80936911789,0.0,0.0958915500202
0.05,0.880768891854,0.790937904928,0.0,0.102257586589
0.06,0.870270293783,0.769837273741,0.0,0.109401047581
0.07,0.859974230091,0.752715786364,0.0,0.114665613951
0.08,0.849972000686,0.736103510685,0.0,0.119897765618
0.09,0.838040669516,0.716450739319,4.54545454545e-05,0.125966300141
0.1,0.825253078227,0.697651697382,4.54545454545e-05,0.131095178119
0.125,0.793353313044,0.652178443938,4.54545454545e-05,0.143237481118
0.15,0.762879252634,0.610771733199,4.54545454545e-05,0.153097914539
0.17,0.736658100215,0.576454990359,4.54545454545e-05,0.160403986676
0.19,0.708555652925,0.540902907626,0.0,0.166811360392
