X,ScoreHack2D,RecoEff,CloneRate,GhostRate
0.001,0.216132735014,0.0319392107677,0.0,0.00149833777334
0.005,0.626002653653,0.626698527788,0.0,0.0156854735521
0.01,0.812340083082,0.810152154519,0.0,0.0222725721947
0.02,0.909485120406,0.882423904931,0.0,0.0307773639888
0.03,0.933668316464,0.895938344494,0.0,0.0378796966235
0.04,0.94035123183,0.895156856946,0.0,0.0428720348408
0.05,0.942352773603,0.889434131061,0.0,0.0467159076347
0.06,0.941406904675,0.881218960185,0.0,0.0515753677609
0.07,0.937712420065,0.87058617955,0.0,0.0565771333757
0.08,0.934679674152,0.862706877316,0.0,0.0596820715963
0.09,0.930784002215,0.85550950859,0.0,0.0626335270852
0.1,0.927414361055,0.848761739447,0.0,0.0657253319307
0.125,0.915923315182,0.829048070845,0.0,0.0729982338654
0.15,0.903908971804,0.809666931151,0.0,0.0803960500198
0.17,0.89272363912,0.793174996907,0.0,0.085761810807
0.19,0.883020446451,0.777581688238,0.0,0.0918949908408
