X,ScoreHack2D,RecoEff,CloneRate,GhostRate
0.0,0.811052426837,0.71982346947,0.0,0.12523465216
0.1,0.815174504396,0.727745999614,0.0,0.115601833285
0.2,0.82010209113,0.737575187747,0.0,0.104024387446
0.3,0.824644215745,0.745760228626,0.0,0.0942857279631
0.4,0.828777808744,0.752857134558,0.0,0.0859284934708
0.5,0.832260881231,0.759994304126,0.0,0.0774892353046
0.6,0.836038257778,0.766422812585,0.0,0.0693688050426
0.7,0.840445120931,0.773512339621,0.0,0.0607210556729
0.8,0.844558123873,0.778468180779,0.0,0.0547234037548
0.85,0.846605016349,0.781721687605,0.0,0.0510705648883
0.9,0.840584296536,0.775307003269,0.0,0.0443932552698
0.95,0.828407930989,0.762940566253,0.0,0.0361796290483
0.99,0.818082921525,0.755737432541,0.0,0.0244905876159
