X,ScoreHack2D,RecoEff,CloneRate,GhostRate
0.0,0.743691962724,0.61384601434,0.0,0.232760442975
0.1,0.746944920248,0.620957187317,0.0,0.224482393819
0.2,0.750478240636,0.628360100907,0.0,0.216077262186
0.3,0.754477282972,0.63708168847,0.0,0.205785732637
0.4,0.758869384034,0.646211053691,0.0,0.194979347214
0.5,0.762889820321,0.653837495142,0.0,0.186651715287
0.6,0.766788383452,0.662272777648,0.0,0.176698106662
0.7,0.770914774484,0.671613848097,0.0,0.165529532752
0.8,0.773677551277,0.680900381722,0.0,0.155348410383
0.85,0.773986432714,0.687694321769,0.0,0.146594910452
0.9,0.766843509272,0.690248244583,0.0,0.133774229907
0.95,0.746282469766,0.690776488295,0.0,0.110372352394
0.99,0.680104461152,0.683681873085,0.0,0.0489869395482
