X,ScoreHack2D,RecoEff,CloneRate,GhostRate
1e-05,0.858561272566,0.849809860208,0.0,0.0537340716817
0.0001,0.858561272566,0.849809860208,0.0,0.0537340716817
0.001,0.858492951472,0.850069979255,0.0,0.0534025240626
0.01,0.857704614281,0.849292817528,0.0,0.0523295220646
0.05,0.831803835869,0.797701081426,0.0,0.0459924902669
0.1,0.776715570166,0.712811815163,0.00035,0.042528428735
0.2,0.70270227827,0.633707318967,0.00025,0.0333924108356
0.3,0.627777140258,0.532016285288,8.33333333333e-05,0.0228102867506
0.4,0.549636177069,0.448232005232,0.00020202020202,0.0306284689768
