X,ScoreHack2D,RecoEff,CloneRate,GhostRate
100,0.904857867601,0.849764084956,0.000166666666667,0.0903267184699
200,0.93608062375,0.893281962701,0.0,0.0531285443229
300,0.951011135293,0.914108020914,0.0,0.0348344609166
400,0.958123252938,0.923951716558,0.0,0.0263325292097
500,0.962485740477,0.928009950009,0.0,0.0224967774614
600,0.965875986413,0.932366084032,4.16666666667e-05,0.018289499832
700,0.967363669298,0.933510885838,4.16666666667e-05,0.0170013066955
800,0.968077845973,0.939137557571,0.0,0.0122421141337
850,0.968440698413,0.941314592872,0.0,0.0106820983325
900,0.96753994509,0.941511818685,0.0,0.0110521667445
1000,0.964779244057,0.942803723796,0.0,0.00957330969684
1250,0.955521496424,0.945655798416,0.0,0.00561388301241
1500,0.942041009874,0.946257450522,0.0,0.00443719858573
1750,0.926786650684,0.944552357923,0.0,0.00442428094781
2000,0.913231854739,0.945345934668,0.0,0.00361634443987
